Date;0.0.2.1.1.1.12.0.0.0.0.0.0.0.0.0.72.0;0.0.2.1.19.1.12.0.0.0.0.0.0.0.0.0.72.0
162-17:00;4372726;1021464
162-17:15;4372741;1021479
162-17:30;4372809;1021547
162-17:45;4372850;1021588
162-18:00;4372890;1021628
162-18:15;4372955;1021693
162-18:30;4373015;1021753
162-18:45;4373056;1021794
162-19:00;4373131;1021869
162-19:15;4373202;1021940
162-19:30;4373265;1022003
162-19:45;4373390;1022128
162-20:00;4373477;1022215
162-20:15;4373526;1022264
162-20:30;4373596;1022334
162-20:45;4373647;1022385
162-21:00;4373689;1022427
162-21:15;4373751;1022489
162-21:30;4373803;1022541
162-21:45;4373856;1022594
162-22:00;4373923;1022661
162-22:15;4374030;1022768
162-22:30;4374078;1022816
162-22:45;4374149;1022887
162-23:00;4374219;1022957
162-23:15;4374293;1023031
162-23:30;4374331;1023069
162-23:45;4374353;1023091
163-00:00;4374373;1023111
163-00:15;4374408;1023146
163-00:30;4374430;1023168
163-00:45;4374443;1023181
163-01:00;4374473;1023211
163-01:15;4374504;1023242
163-01:30;4374519;1023257
163-01:45;4374549;1023287
163-02:00;4374571;1023309
163-02:15;4374583;1023321
163-02:30;4374621;1023359
163-02:45;4374646;1023384
163-03:00;4374657;1023395
163-03:15;4374685;1023423
163-03:30;4374708;1023446
163-03:45;4374730;1023468
163-04:00;4374758;1023496
163-04:15;4374782;1023520
163-04:30;4374793;1023531
163-04:45;4374820;1023558
163-05:00;4374853;1023591
163-05:15;4374864;1023602
163-05:30;4374890;1023628
163-05:45;4374909;1023647
163-06:00;4374918;1023656
163-06:15;4374953;1023691
163-06:30;4374973;1023711
163-06:45;4374979;1023717
163-07:00;4375000;1023738
163-07:15;4375011;1023749
163-07:30;4375019;1023757
163-07:45;4375073;1023811
163-08:00;4375294;1024032
163-08:15;4375338;1024076
163-08:30;4375350;1024088
163-08:45;4375387;1024125
163-09:00;4375612;1024350
163-09:15;4375638;1024376
163-09:30;4375639;1024377
163-09:45;4375639;1024377
163-10:00;4375682;1024420
163-10:15;4375690;1024428
163-10:30;4375690;1024428
163-10:45;4375755;1024493
163-11:00;4375764;1024502
163-11:15;4375815;1024553
163-11:30;4375872;1024610
163-11:45;4375923;1024661
163-12:00;4375990;1024728
163-12:15;4376090;1024828
163-12:30;4376141;1024879
163-12:45;4376159;1024897
163-13:00;4376197;1024935
163-13:15;4376222;1024960
163-13:30;4376311;1025049
163-13:45;4376328;1025066
163-14:00;4376329;1025067
163-14:15;4376331;1025069
163-14:30;4376340;1025078
163-14:45;4376341;1025079
163-15:00;4376343;1025081
163-15:15;4376357;1025095
163-15:30;4376361;1025099
163-15:45;4376370;1025108
163-16:00;4376469;1025207
163-16:15;4376523;1025261
163-16:30;4376674;1025412
163-16:45;4376760;1025498
163-17:00;4376815;1025553
163-17:15;4376846;1025584
163-17:30;4376876;1025614
163-17:45;4376941;1025679
163-18:00;4377017;1025755
163-18:15;4377086;1025824
163-18:30;4377142;1025880
163-18:45;4377207;1025945
163-19:00;4377269;1026007
163-19:15;4377323;1026061
163-19:30;4377381;1026119
163-19:45;4377509;1026247
163-20:00;4377590;1026328
163-20:15;4377656;1026394
163-20:30;4377710;1026448
163-20:45;4377752;1026490
163-21:00;4377818;1026556
163-21:15;4377873;1026611
163-21:30;4377916;1026654
163-21:45;4377989;1026727
163-22:00;4378052;1026790
163-22:15;4378175;1026913
163-22:30;4378250;1026988
163-22:45;4378311;1027049
163-23:00;4378404;1027142
163-23:15;4378547;1027285
163-23:30;4378848;1027586
163-23:45;4378997;1027735
164-00:00;4379084;1027822
164-00:15;4379123;1027861
164-00:30;4379165;1027903
164-00:45;4379500;1028238
164-01:00;4379642;1028380
164-01:15;4379660;1028398
164-01:30;4379703;1028441
164-01:45;4379717;1028455
164-02:00;4379736;1028474
164-02:15;4379766;1028504
164-02:30;4379788;1028526
164-02:45;4379810;1028548
164-03:00;4379840;1028578
164-03:15;4379852;1028590
164-03:30;4379880;1028618
164-03:45;4379914;1028652
164-04:00;4379925;1028663
164-04:15;4379949;1028687
164-04:30;4379978;1028716
164-04:45;4379999;1028737
164-05:00;4380023;1028761
164-05:15;4380047;1028785
164-05:30;4380055;1028793
164-05:45;4380088;1028826
164-06:00;4380109;1028847
164-06:15;4380114;1028852
164-06:30;4380135;1028873
164-06:45;4380151;1028889
164-07:00;4380161;1028899
164-07:15;4380184;1028922
164-07:30;4380196;1028934
164-07:45;4380291;1029029
164-08:00;4380319;1029057
164-08:15;4380326;1029064
164-08:30;4380326;1029064
164-08:45;4380336;1029074
164-09:00;4380338;1029076
164-09:15;4380338;1029076
164-09:30;4380340;1029078
164-09:45;4380340;1029078
164-10:00;4380341;1029079
164-10:15;4380361;1029099
164-10:30;4380367;1029105
164-10:45;4380369;1029107
164-11:00;4380381;1029119
164-11:15;4380381;1029119
164-11:30;4380386;1029124
164-11:45;4380394;1029132
164-12:00;4380394;1029132
164-12:15;4380395;1029133
164-12:30;4380395;1029133
164-12:45;4380395;1029133
164-13:00;4380398;1029136
164-13:15;4380407;1029145
164-13:30;4380407;1029145
164-13:45;4380408;1029146
164-14:00;4380416;1029154
164-14:15;4380418;1029156
164-14:30;4380419;1029157
164-14:45;4380419;1029157
164-15:00;4380419;1029157
164-15:15;4380420;1029158
164-15:30;4380426;1029164
164-15:45;4380426;1029164
164-16:00;4380427;1029165
164-16:15;4380431;1029169
164-16:30;4380447;1029185
164-16:45;4380883;1029621
164-17:00;4381197;1029935
164-17:15;4381243;1029981
164-17:30;4381300;1030038
164-17:45;4381360;1030098
164-18:00;4381423;1030161
164-18:15;4381500;1030238
164-18:30;4381574;1030312
164-18:45;4381655;1030393
164-19:00;4381773;1030511
164-19:15;4381856;1030594
164-19:30;4381932;1030670
164-19:45;4382050;1030788
164-20:00;4382145;1030883
164-20:15;4382215;1030953
164-20:30;4382319;1031057
164-20:45;4382400;1031138
164-21:00;4382444;1031182
164-21:15;4382501;1031239
164-21:30;4382563;1031301
164-21:45;4382672;1031410
164-22:00;4382735;1031473
164-22:15;4382799;1031537
164-22:30;4382847;1031585
164-22:45;4382919;1031657
164-23:00;4382976;1031714
164-23:15;4383053;1031791
164-23:30;4383081;1031819
164-23:45;4383109;1031847
165-00:00;4383127;1031865
165-00:15;4383155;1031893
165-00:30;4383177;1031915
165-00:45;4383189;1031927
165-01:00;4383226;1031964
165-01:15;4383251;1031989
165-01:30;4383263;1032001
165-01:45;4383294;1032032
165-02:00;4383314;1032052
165-02:15;4383333;1032071
165-02:30;4383368;1032106
165-02:45;4383387;1032125
165-03:00;4383399;1032137
165-03:15;4383430;1032168
165-03:30;4383456;1032194
165-03:45;4383474;1032212
165-04:00;4383505;1032243
165-04:15;4383523;1032261
165-04:30;4383536;1032274
165-04:45;4383572;1032310
165-05:00;4383596;1032334
165-05:15;4383609;1032347
165-05:30;4383637;1032375
165-05:45;4383652;1032390
165-06:00;4383666;1032404
165-06:15;4383703;1032441
165-06:30;4383715;1032453
165-06:45;4383726;1032464
165-07:00;4383748;1032486
165-07:15;4383753;1032491
165-07:30;4383767;1032505
165-07:45;4383780;1032518
165-08:00;4383782;1032520
165-08:15;4383785;1032523
165-08:30;4383797;1032535
165-08:45;4383903;1032641
165-09:00;4384125;1032863
165-09:15;4384914;1033652
165-09:30;4385519;1034257
165-09:45;4385847;1034585
165-10:00;4385925;1034663
165-10:15;4386086;1034824
165-10:30;4386162;1034900
165-10:45;4386211;1034949
165-11:00;4386248;1034986
165-11:15;4386292;1035030
165-11:30;4386348;1035086
165-11:45;4386367;1035105
165-12:00;4386434;1035172
165-12:15;4386453;1035191
165-12:30;4386491;1035229
165-12:45;4386497;1035235
165-13:00;4386506;1035244
165-13:15;4386506;1035244
165-13:30;4386511;1035249
165-13:45;4386512;1035250
165-14:00;4386513;1035251
165-14:15;4386520;1035258
165-14:30;4386520;1035258
165-14:45;4386522;1035260
165-15:00;4386538;1035276
165-15:15;4386538;1035276
165-15:30;4386539;1035277
165-15:45;4386542;1035280
165-16:00;4386545;1035283
165-16:15;4386550;1035288
165-16:30;4386555;1035293
165-16:45;4386562;1035300
165-17:00;4386562;1035300
165-17:15;4386582;1035320
165-17:30;4386583;1035321
165-17:45;4386584;1035322
165-18:00;4386586;1035324
165-18:15;4386586;1035324
165-18:30;4386588;1035326
165-18:45;4386599;1035337
165-19:00;4386647;1035385
165-19:15;4386702;1035440
165-19:30;4386772;1035510
165-19:45;4386831;1035569
165-20:00;4386955;1035693
165-20:15;4387052;1035790
165-20:30;4387102;1035840
165-20:45;4387154;1035892
165-21:00;4387215;1035953
165-21:15;4387267;1036005
165-21:30;4387314;1036052
165-21:45;4387375;1036113
165-22:00;4387477;1036215
165-22:15;4387532;1036270
165-22:30;4387607;1036345
165-22:45;4387654;1036392
165-23:00;4387744;1036482
165-23:15;4387784;1036522
165-23:30;4387796;1036534
165-23:45;4387828;1036566
166-00:00;4387858;1036596
166-00:15;4387869;1036607
166-00:30;4387890;1036628
166-00:45;4387920;1036658
166-01:00;4387941;1036679
166-01:15;4387965;1036703
166-01:30;4387993;1036731
166-01:45;4388004;1036742
166-02:00;4388027;1036765
166-02:15;4388062;1036800
166-02:30;4388078;1036816
166-02:45;4388101;1036839
166-03:00;4388127;1036865
166-03:15;4388139;1036877
166-03:30;4388166;1036904
166-03:45;4388200;1036938
166-04:00;4388212;1036950
166-04:15;4388237;1036975
166-04:30;4388261;1036999
166-04:45;4388272;1037010
166-05:00;4388309;1037047
166-05:15;4388333;1037071
166-05:30;4388341;1037079
166-05:45;4388393;1037131
166-06:00;4388467;1037205
166-06:15;4388481;1037219
166-06:30;4388505;1037243
166-06:45;4388515;1037253
166-07:00;4388515;1037253
166-07:15;4388529;1037267
166-07:30;4388539;1037277
166-07:45;4388578;1037316
166-08:00;4388659;1037397
166-08:15;4388766;1037504
166-08:30;4388772;1037510
166-08:45;4388785;1037523
166-09:00;4388793;1037531
166-09:15;4388907;1037645
166-09:30;4388964;1037702
166-09:45;4389058;1037796
166-10:00;4389074;1037812
166-10:15;4389088;1037826
166-10:30;4389099;1037837
166-10:45;4389146;1037884
166-11:00;4389218;1037956
166-11:15;4389271;1038009
166-11:30;4389364;1038102
166-11:45;4389449;1038187
166-12:00;4389526;1038264
166-12:15;4389566;1038304
166-12:30;4389621;1038359
166-12:45;4389702;1038440
166-13:00;4389790;1038528
166-13:15;4389866;1038604
166-13:30;4389900;1038638
166-13:45;4389970;1038708
166-14:00;4389979;1038717
166-14:15;4389996;1038734
166-14:30;4390012;1038750
166-14:45;4390043;1038781
166-15:00;4390053;1038791
166-15:15;4390063;1038801
166-15:30;4390089;1038827
166-15:45;4390095;1038833
166-16:00;4390096;1038834
166-16:15;4390261;1038999
166-16:30;4390318;1039056
166-16:45;4390404;1039142
166-17:00;4390472;1039210
166-17:15;4390477;1039215
166-17:30;4390478;1039216
166-17:45;4390486;1039224
166-18:00;4390491;1039229
166-18:15;4390492;1039230
166-18:30;4390505;1039243
166-18:45;4390516;1039254
166-19:00;4390528;1039266
166-19:15;4390605;1039343
166-19:30;4390663;1039401
166-19:45;4390766;1039504
166-20:00;4390849;1039587
166-20:15;4390899;1039637
166-20:30;4390940;1039678
166-20:45;4390998;1039736
166-21:00;4391056;1039794
166-21:15;4391102;1039840
166-21:30;4391168;1039906
166-21:45;4391223;1039961
166-22:00;4391322;1040060
166-22:15;4391396;1040134
166-22:30;4391453;1040191
166-22:45;4391497;1040235
166-23:00;4391597;1040335
166-23:15;4391649;1040387
166-23:30;4391666;1040404
166-23:45;4391689;1040427
167-00:00;4391716;1040454
167-00:15;4391736;1040474
167-00:30;4391762;1040500
167-00:45;4391790;1040528
167-01:00;4391802;1040540
167-01:15;4391830;1040568
167-01:30;4391863;1040601
167-01:45;4391874;1040612
167-02:00;4391898;1040636
167-02:15;4391925;1040663
167-02:30;4391947;1040685
167-02:45;4391971;1040709
167-03:00;4391997;1040735
167-03:15;4392009;1040747
167-03:30;4392040;1040778
167-03:45;4392070;1040808
167-04:00;4392081;1040819
167-04:15;4392106;1040844
167-04:30;4392131;1040869
167-04:45;4392152;1040890
167-05:00;4392178;1040916
167-05:15;4392204;1040942
167-05:30;4392214;1040952
167-05:45;4392235;1040973
167-06:00;4392270;1041008
167-06:15;4392280;1041018
167-06:30;4392297;1041035
167-06:45;4392318;1041056
167-07:00;4392323;1041061
167-07:15;4392343;1041081
167-07:30;4392363;1041101
167-07:45;4392363;1041101
167-08:00;4392473;1041211
167-08:15;4392546;1041284
167-08:30;4392575;1041313
167-08:45;4392592;1041330
167-09:00;4392609;1041347
167-09:15;4392683;1041421
167-09:30;4392724;1041462
167-09:45;4392769;1041507
167-10:00;4392786;1041524
167-10:15;4392805;1041543
167-10:30;4392811;1041549
167-10:45;4392817;1041555
167-11:00;4392855;1041593
167-11:15;4393033;1041771
167-11:30;4393073;1041811
167-11:45;4393130;1041868
167-12:00;4393207;1041945
167-12:15;4393255;1041993
167-12:30;4393269;1042007
167-12:45;4393272;1042010
167-13:00;4393273;1042011
167-13:15;4393287;1042025
167-13:30;4393289;1042027
167-13:45;4393289;1042027
167-14:00;4393289;1042027
167-14:15;4393289;1042027
167-14:30;4393290;1042028
167-14:45;4393290;1042028
167-15:00;4393298;1042036
167-15:15;4393299;1042037
167-15:30;4393299;1042037
167-15:45;4393300;1042038
167-16:00;4393300;1042038
167-16:15;4393558;1042296
167-16:30;4393769;1042507
167-16:45;4393827;1042565
167-17:00;4393891;1042629
167-17:15;4393949;1042687
167-17:30;4393982;1042720
167-17:45;4394030;1042768
167-18:00;4394084;1042822
167-18:15;4394136;1042874
167-18:30;4394178;1042916
167-18:45;4394235;1042973
167-19:00;4394288;1043026
167-19:15;4394347;1043085
167-19:30;4394425;1043163
167-19:45;4394538;1043276
167-20:00;4394613;1043351
167-20:15;4394701;1043439
167-20:30;4394773;1043511
167-20:45;4394829;1043567
167-21:00;4394892;1043630
167-21:15;4394938;1043676
167-21:30;4394979;1043717
167-21:45;4395043;1043781
167-22:00;4395150;1043888
167-22:15;4395199;1043937
167-22:30;4395265;1044003
167-22:45;4395317;1044055
167-23:00;4395399;1044137
167-23:15;4395461;1044199
167-23:30;4395481;1044219
167-23:45;4395494;1044232
168-00:00;4395525;1044263
168-00:15;4395542;1044280
168-00:30;4395562;1044300
168-00:45;4395597;1044335
168-01:00;4395615;1044353
168-01:15;4395627;1044365
168-01:30;4395658;1044396
168-01:45;4395679;1044417
168-02:00;4395699;1044437
168-02:15;4395730;1044468
168-02:30;4395748;1044486
168-02:45;4395760;1044498
168-03:00;4395790;1044528
168-03:15;4395819;1044557
168-03:30;4395832;1044570
168-03:45;4395863;1044601
168-04:00;4395882;1044620
168-04:15;4395893;1044631
168-04:30;4395928;1044666
168-04:45;4395954;1044692
168-05:00;4395965;1044703
168-05:15;4395993;1044731
168-05:30;4396010;1044748
168-05:45;4396019;1044757
168-06:00;4396056;1044794
168-06:15;4396076;1044814
168-06:30;4396082;1044820
168-06:45;4396100;1044838
168-07:00;4396110;1044848
168-07:15;4396111;1044849
168-07:30;4396128;1044866
168-07:45;4396138;1044876
168-08:00;4396254;1044992
168-08:15;4396317;1045055
168-08:30;4396334;1045072
168-08:45;4396361;1045099
168-09:00;4396394;1045132
168-09:15;4396459;1045197
168-09:30;4396483;1045221
168-09:45;4396525;1045263
168-10:00;4396564;1045302
168-10:15;4396733;1045471
168-10:30;4396764;1045502
168-10:45;4396791;1045529
168-11:00;4397203;1045941
168-11:15;4397501;1046239
168-11:30;4397571;1046309
168-11:45;4397650;1046388
168-12:00;4397735;1046473
168-12:15;4397763;1046501
168-12:30;4397800;1046538
168-12:45;4397822;1046560
168-13:00;4397822;1046560
168-13:15;4397827;1046565
168-13:30;4397837;1046575
168-13:45;4397837;1046575
168-14:00;4397837;1046575
168-14:15;4397837;1046575
168-14:30;4397837;1046575
168-14:45;4397894;1046632
168-15:00;4397897;1046635
168-15:15;4397897;1046635
168-15:30;4397899;1046637
168-15:45;4397903;1046641
168-16:00;4397905;1046643
168-16:15;4397907;1046645
168-16:30;4398139;1046877
168-16:45;4398338;1047076
168-17:00;4398389;1047127
168-17:15;4398409;1047147
168-17:30;4398430;1047168
168-17:45;4398474;1047212
168-18:00;4398510;1047248
168-18:15;4398562;1047300
168-18:30;4398628;1047366
168-18:45;4398677;1047415
168-19:00;4398731;1047469
168-19:15;4398804;1047542
168-19:30;4398869;1047607
168-19:45;4398977;1047715
168-20:00;4399072;1047810
168-20:15;4399142;1047880
168-20:30;4399226;1047964
168-20:45;4399297;1048035
168-21:00;4399340;1048078
168-21:15;4399388;1048126
168-21:30;4399447;1048185
168-21:45;4399546;1048284
168-22:00;4399607;1048345
168-22:15;4399672;1048410
168-22:30;4399717;1048455
168-22:45;4399773;1048511
168-23:00;4399972;1048710
168-23:15;4400255;1048993
168-23:30;4400423;1049161
168-23:45;4400502;1049240
169-00:00;4400533;1049271
169-00:15;4400579;1049317
169-00:30;4400924;1049662
169-00:45;4401082;1049820
169-01:00;4401106;1049844
169-01:15;4401131;1049869
169-01:30;4401150;1049888
169-01:45;4401179;1049917
169-02:00;4401204;1049942
169-02:15;4401215;1049953
169-02:30;4401240;1049978
169-02:45;4401272;1050010
169-03:00;4401288;1050026
169-03:15;4401314;1050052
169-03:30;4401337;1050075
169-03:45;4401348;1050086
169-04:00;4401384;1050122
169-04:15;4401409;1050147
169-04:30;4401421;1050159
169-04:45;4401448;1050186
169-05:00;4401469;1050207
169-05:15;4401489;1050227
169-05:30;4401520;1050258
169-05:45;4401590;1050328
169-06:00;4401599;1050337
169-06:15;4401623;1050361
169-06:30;4401650;1050388
169-06:45;4401654;1050392
169-07:00;4401676;1050414
169-07:15;4401686;1050424
169-07:30;4401686;1050424
169-07:45;4401712;1050450
169-08:00;4401721;1050459
169-08:15;4401721;1050459
169-08:30;4401725;1050463
169-08:45;4401725;1050463
169-09:00;4401726;1050464
169-09:15;4401744;1050482
169-09:30;4401748;1050486
169-09:45;4401748;1050486
169-10:00;4401757;1050495
169-10:15;4401760;1050498
169-10:30;4401761;1050499
169-10:45;4401761;1050499
169-11:00;4401761;1050499
169-11:15;4401763;1050501
169-11:30;4401774;1050512
169-11:45;4401781;1050519
169-12:00;4401788;1050526
169-12:15;4401806;1050544
169-12:30;4401811;1050549
169-12:45;4401812;1050550
169-13:00;4401831;1050569
169-13:15;4401839;1050577
169-13:30;4401843;1050581
169-13:45;4401861;1050599
169-14:00;4401862;1050600
169-14:15;4401867;1050605
169-14:30;4401889;1050627
169-14:45;4401895;1050633
169-15:00;4401903;1050641
169-15:15;4401919;1050657
169-15:30;4401920;1050658
169-15:45;4401925;1050663
169-16:00;4401948;1050686
169-16:15;4401948;1050686
169-16:30;4401959;1050697
169-16:45;4401977;1050715
169-17:00;4401979;1050717
169-17:15;4402001;1050739
169-17:30;4402067;1050805
169-17:45;4402121;1050859
169-18:00;4402178;1050916
169-18:15;4402236;1050974
169-18:30;4402285;1051023
169-18:45;4402354;1051092
169-19:00;4402416;1051154
169-19:15;4402466;1051204
169-19:30;4402536;1051274
169-19:45;4402662;1051400
169-20:00;4402750;1051488
169-20:15;4402839;1051577
169-20:30;4402905;1051643
169-20:45;4402954;1051692
169-21:00;4403014;1051752
169-21:15;4403075;1051813
169-21:30;4403129;1051867
169-21:45;4403218;1051956
169-22:00;4403280;1052018
169-22:15;4403326;1052064
169-22:30;4403382;1052120
169-22:45;4403488;1052226
169-23:00;4403526;1052264
169-23:15;4403547;1052285
169-23:30;4403575;1052313
169-23:45;4403587;1052325
170-00:00;4403610;1052348
170-00:15;4403647;1052385
170-00:30;4403659;1052397
170-00:45;4403680;1052418
170-01:00;4403708;1052446
170-01:15;4403719;1052457
170-01:30;4403748;1052486
170-01:45;4403780;1052518
170-02:00;4403792;1052530
170-02:15;4403812;1052550
170-02:30;4403841;1052579
170-02:45;4403853;1052591
170-03:00;4403884;1052622
170-03:15;4403913;1052651
170-03:30;4403924;1052662
170-03:45;4403945;1052683
170-04:00;4403973;1052711
170-04:15;4403987;1052725
170-04:30;4404017;1052755
170-04:45;4404046;1052784
170-05:00;4404058;1052796
170-05:15;4404079;1052817
170-05:30;4404105;1052843
170-05:45;4404121;1052859
170-06:00;4404210;1052948
170-06:15;4404231;1052969
170-06:30;4404236;1052974
170-06:45;4404248;1052986
170-07:00;4404265;1053003
170-07:15;4404272;1053010
170-07:30;4404287;1053025
170-07:45;4404299;1053037
170-08:00;4404300;1053038
170-08:15;4404304;1053042
170-08:30;4404313;1053051
170-08:45;4404313;1053051
170-09:00;4404323;1053061
170-09:15;4404341;1053079
170-09:30;4404341;1053079
170-09:45;4404341;1053079
170-10:00;4404341;1053079
170-10:15;4404343;1053081
170-10:30;4404353;1053091
170-10:45;4404354;1053092
170-11:00;4404354;1053092
170-11:15;4404354;1053092
170-11:30;4404356;1053094
170-11:45;4404369;1053107
170-12:00;4404369;1053107
170-12:15;4404369;1053107
170-12:30;4404369;1053107
170-12:45;4404370;1053108
170-13:00;4404370;1053108
170-13:15;4404373;1053111
170-13:30;4404373;1053111
170-13:45;4404375;1053113
170-14:00;4404375;1053113
170-14:15;4404388;1053126
170-14:30;4404413;1053151
170-14:45;4404415;1053153
170-15:00;4404415;1053153
170-15:15;4404415;1053153
170-15:30;4404415;1053153
170-15:45;4404421;1053159
170-16:00;4404430;1053168
170-16:15;4404430;1053168
170-16:30;4404448;1053186
170-16:45;4404473;1053211
170-17:00;4404628;1053366
170-17:15;4404751;1053489
170-17:30;4404820;1053558
170-17:45;4404893;1053631
170-18:00;4404979;1053717
170-18:15;4405060;1053798
170-18:30;4405124;1053862
170-18:45;4405205;1053943
170-19:00;4405285;1054023
170-19:15;4405356;1054094
170-19:30;4405425;1054163
170-19:45;4405532;1054270
170-20:00;4405600;1054338
170-20:15;4405665;1054403
170-20:30;4405733;1054471
170-20:45;4405789;1054527
170-21:00;4405835;1054573
170-21:15;4405894;1054632
170-21:30;4405983;1054721
170-21:45;4406048;1054786
170-22:00;4406113;1054851
170-22:15;4406177;1054915
170-22:30;4406223;1054961
170-22:45;4406295;1055033
170-23:00;4406360;1055098
170-23:15;4406430;1055168
170-23:30;4406456;1055194
170-23:45;4406481;1055219
171-00:00;4406501;1055239
171-00:15;4406531;1055269
171-00:30;4406556;1055294
171-00:45;4406567;1055305
171-01:00;4406593;1055331
171-01:15;4406620;1055358
171-01:30;4406640;1055378
171-01:45;4406668;1055406
171-02:00;4406689;1055427
171-02:15;4406701;1055439
171-02:30;4406729;1055467
171-02:45;4406761;1055499
171-03:00;4406774;1055512
171-03:15;4406803;1055541
171-03:30;4406823;1055561
171-03:45;4406835;1055573
171-04:00;4406866;1055604
171-04:15;4406896;1055634
171-04:30;4406908;1055646
171-04:45;4406936;1055674
171-05:00;4406957;1055695
171-05:15;4406968;1055706
171-05:30;4406998;1055736
171-05:45;4407024;1055762
171-06:00;4407033;1055771
171-06:15;4407056;1055794
171-06:30;4407071;1055809
171-06:45;4407074;1055812
171-07:00;4407100;1055838
171-07:15;4407120;1055858
171-07:30;4407120;1055858
171-07:45;4407128;1055866
171-08:00;4407165;1055903
171-08:15;4407234;1055972
171-08:30;4407296;1056034
171-08:45;4407299;1056037
171-09:00;4407451;1056189
171-09:15;4407494;1056232
171-09:30;4407499;1056237
171-09:45;4407549;1056287
171-10:00;4407552;1056290
171-10:15;4407554;1056292
171-10:30;4407554;1056292
171-10:45;4407563;1056301
171-11:00;4407667;1056405
171-11:15;4407778;1056516
171-11:30;4407829;1056567
171-11:45;4407873;1056611
171-12:00;4407892;1056630
171-12:15;4407930;1056668
171-12:30;4407956;1056694
171-12:45;4407956;1056694
171-13:00;4408015;1056753
171-13:15;4408015;1056753
171-13:30;4408015;1056753
171-13:45;4408018;1056756
171-14:00;4408022;1056760
171-14:15;4408022;1056760
171-14:30;4408023;1056761
171-14:45;4408079;1056817
171-15:00;4408083;1056821
171-15:15;4408093;1056831
171-15:30;4408153;1056891
171-15:45;4408166;1056904
171-16:00;4408342;1057080
171-16:15;4408874;1057612
171-16:30;4409000;1057738
171-16:45;4409052;1057790
171-17:00;4409237;1057975
171-17:15;4409318;1058056
171-17:30;4409393;1058131
171-17:45;4409483;1058221
171-18:00;4409588;1058326
171-18:15;4409679;1058417
171-18:30;4409743;1058481
171-18:45;4409813;1058551
171-19:00;4409862;1058600
171-19:15;4409939;1058677
171-19:30;4410027;1058765
171-19:45;4410138;1058876
171-20:00;4410267;1059005
171-20:15;4410339;1059077
171-20:30;4410389;1059127
171-20:45;4410447;1059185
171-21:00;4410510;1059248
171-21:15;4410553;1059291
171-21:30;4410599;1059337
171-21:45;4410716;1059454
171-22:00;4410775;1059513
171-22:15;4410826;1059564
171-22:30;4410892;1059630
171-22:45;4410942;1059680
171-23:00;4411024;1059762
171-23:15;4411092;1059830
171-23:30;4411122;1059860
171-23:45;4411133;1059871
172-00:00;4411164;1059902
172-00:15;4411183;1059921
172-00:30;4411195;1059933
172-00:45;4411232;1059970
172-01:00;4411257;1059995
172-01:15;4411269;1060007
172-01:30;4411297;1060035
172-01:45;4411319;1060057
172-02:00;4411331;1060069
172-02:15;4411366;1060104
172-02:30;4411393;1060131
172-02:45;4411404;1060142
172-03:00;4411428;1060166
172-03:15;4411454;1060192
172-03:30;4411465;1060203
172-03:45;4411498;1060236
172-04:00;4411527;1060265
172-04:15;4411539;1060277
172-04:30;4411559;1060297
172-04:45;4411588;1060326
172-05:00;4411599;1060337
172-05:15;4411627;1060365
172-05:30;4411658;1060396
172-05:45;4411668;1060406
172-06:00;4411686;1060424
172-06:15;4411712;1060450
172-06:30;4411720;1060458
172-06:45;4411783;1060521
172-07:00;4411869;1060607
172-07:15;4411928;1060666
172-07:30;4411994;1060732
172-07:45;4412564;1061302
172-08:00;4413377;1062115
172-08:15;4413973;1062711
172-08:30;4414214;1062952
172-08:45;4414274;1063012
172-09:00;4414351;1063089
172-09:15;4414403;1063141
172-09:30;4414452;1063190
172-09:45;4414477;1063215
172-10:00;4414508;1063246
172-10:15;4414567;1063305
172-10:30;4414598;1063336
172-10:45;4414637;1063375
172-11:00;4414744;1063482
172-11:15;4414748;1063486
172-11:30;4414761;1063499
172-11:45;4414776;1063514
172-12:00;4414852;1063590
172-12:15;4414853;1063591
172-12:30;4414853;1063591
172-12:45;4414853;1063591
172-13:00;4414855;1063593
172-13:15;4414858;1063596
172-13:30;4414858;1063596
172-13:45;4414858;1063596
172-14:00;4414871;1063609
172-14:15;4414951;1063689
172-14:30;4414952;1063690
172-14:45;4414952;1063690
172-15:00;4414952;1063690
172-15:15;4414954;1063692
172-15:30;4414954;1063692
172-15:45;4414954;1063692
172-16:00;4414954;1063692
172-16:15;4414971;1063709
172-16:30;4414998;1063736
172-16:45;4415084;1063822
172-17:00;4415135;1063873
172-17:15;4415212;1063950
172-17:30;4415278;1064016
172-17:45;4415321;1064059
172-18:00;4415379;1064117
172-18:15;4415410;1064148
172-18:30;4415453;1064191
172-18:45;4415520;1064258
172-19:00;4415568;1064306
172-19:15;4415620;1064358
172-19:30;4415695;1064433
172-19:45;4415761;1064499
172-20:00;4415840;1064578
172-20:15;4415960;1064698
172-20:30;4416017;1064755
172-20:45;4416063;1064801
172-21:00;4416127;1064865
172-21:15;4416179;1064917
172-21:30;4416223;1064961
172-21:45;4416286;1065024
172-22:00;4416383;1065121
172-22:15;4416437;1065175
172-22:30;4416512;1065250
172-22:45;4416558;1065296
172-23:00;4416645;1065383
172-23:15;4416956;1065694
172-23:30;4417083;1065821
172-23:45;4417292;1066030
173-00:00;4417342;1066080
173-00:15;4417373;1066111
173-00:30;4417421;1066159
173-00:45;4417885;1066623
173-01:00;4417908;1066646
173-01:15;4417928;1066666
