CBP;DOMAIN;device;Device;Ger?;;;;
DDR;REST;ImpossibleToSetMasterDevice;Device {0} is directly addressable. It isn''t possible to set master device;Das Ger?{0} ist direkt adressierbar. Am Master-Ger?d?n keine Einstellungen vorgenommen werden.;x;;;;
DDR;REST;NoSuchDeviceLifeCycleAction;No device life cycle action with id = {0};Keine Ger?lebenszyklusaktion mit der ID = {0}.;;;;;
DDR;REST;NoSuchPartialConnectionTask;No such connection method on device config;Keine derartige Verbindungsmethode in der Ger?konfig.;;;;;
DDR;REST;ReadingQualityDeterministic;Derived - deterministic;Hergeleitet - deterministisch;;;;;
DDR;REST;ReadingQualityIndeterminate;Indeterminate;Unbestimmt;;;;;
DDR;REST;ReadingQualityResetOccurred;Reset occurred;Reset ausgef?;;;;;
DDR;REST;ReadingQualitySensorFailure;Sensor failure;Sensor-Ausfall;;;;;
DDR;REST;ReadingTypeNotFoundOnDevice;Reading type not found on device;Der Messtyp wurde auf dem Ger?nicht gefunden.;;;;;
DDR;REST;VerifyCalendarTaskNotActive;The ''Check time of use calendar'' action can''t be executed because there is no communication task with the ''Status information - Read'' action on the device configuration of this device.;Die Aktion ''Nutzungszeitkalender ?pr?'' kann nicht ausgef? werden, da kein Kommunikationstask mit der Aktion ''Statusinformationen - Ablesen'' in der Ger?konfiguration dieses Ger? vorhanden ist.;;;;;
DDR;REST;CommandNotAllowedOrSupported;The command you want to add isn''t supported or allowed on the device type;Der Befehl, den Sie hinzuf? m?en, wird an dem Ger?typ nicht unterst? oder erlaubt;x;;;;
DDR;REST;DeviceMessageStatus.CANCELED;Revoked;Widerrufen;;;;;
DDR;REST;EMERGENCYSUPPLYCAPACITYLIMIT;EmergencySupplyCapacityLimit;Notversorgungs-Leistungsgrenze;;;;;
DDR;REST;ReadingQualityCategory_VALID;Valid;G?g;;;;;
DDR;REST;ReadingQualityStaticDataFlag;Static data flag;Statische Datenmarkierung;;;;;
DDR;REST;connectionTaskStatusInActive;Inactive;Inaktiv;;;;;
DDR;REST;device.search.model.location;Location;Ort;;;;;
DDR;REST;device.search.model.modelNbr;Model number;Modellnummer;;;;;
DDR;REST;mdc.label.category.favorites;Favorites;Favoriten;;;;;
DDR;REST;DeviceMessageStatus.CONFIRMED;Confirmed;Best?gt;;;;;
DDR;REST;ReadingQualityCategory_EDITED;Edited;Bearbeitet;;;;;
DDR;REST;ReadingQualityCategory_TAMPER;Tamper;Betrugserkennung;;x;;;
DDR;REST;ReadingQualityClockSetForward;Clock set forward;Uhr vorgestellt;;;;;
DDR;REST;ReadingQualityDiagnosticsFlag;Diagnostics flag;Diagnosen-Markierung;;;;;
DDR;REST;ReadingQualityEstimateGeneric;Estimated - generic;Gesch?t - generisch;;;;;
DDR;REST;ReadingQualityPartialInterval;Partial interval;Partielles Intervall;;;;;
DDR;REST;ReadingQualityReverseRotation;Reverse rotation;R??slauf;;;;;
DDR;REST;ReadingQualitySkippedInterval;Skipped interval;?ersprungenes Intervall;;;;;
DDR;REST;ReadingQualitySystem_EXTERNAL;Externally specified (third party);Extern festgelegt (Drittanbieter);;;;;
DDR;REST;edit.historical.values.insert;Insert;Einf?;;;;;
DDR;REST;invalidEstimatorPropertyValue;Invalid property value;Ung?ger Eigenschaftswert.;;;;;
DDR;REST;ReadingQualityCategory_DERIVED;Derived;Abgeleitet;;;;;
DDR;REST;ReadingQualityClockSetBackward;Clock set backward;Uhr zur?estellt;;;;;
DDR;REST;ReadingQualityKnownMissingRead;Known missing read;Bekannte fehlende Ablesung;;;;;
DDR;REST;ReadingQualityPowerQualityFlag;Power quality flag;Netzqualit?Markierung;;x;;;
DDR;REST;ReadingQualityProjectedGeneric;Projected - generic;Prognostiziert - generisch;;x;;;
DDR;REST;ReadingQualityRAMChecksumError;RAM checksum error;RAM-Pr?mmenfehler;;;;;
DDR;REST;ReadingQualityROMChecksumError;ROM checksum error;ROM-Pr?mmenfehler;;;;;
DDR;REST;ReadingQualitySystem_ENDDEVICE;Device;Ger?;;;;
DDR;REST;SearchablePropertyInvalidValue;Invalid value;Ung?ger Wert.;;;;;
DDR;REST;ValueMayNotExceedOverflowValue;The value {0} may not exceed the configured overflow value {1};Der Wert {0} darf den konfigurierten ?erlaufwert {1} nicht ?schreiten.;;;;;
DDR;REST;connectionTaskStatusIncomplete;Incomplete;Unvollst?ig;;;;;
DDR;REST;device.search.model.usagePoint;Usage point;Verwendungsstelle;;;;;
DDR;REST;DeviceSearchDomainNotRegistered;Device search domain isn''t registered;Die Ger?such-Domain ist nicht registriert.;x;;;;
DDR;REST;NoSuchProtocolDialectProperties;No protocol dialect with name ''{0}'';Es ist kein Protokolldialekt mit dem Namen {0} vorhanden.;;;;;
DDR;REST;ReadingQualityDstChangeOccurred;DST change occurred;Bearbeitung der Sommerzeit ausgef?;;;;;
DDR;REST;ReadingQualityLogicalDisconnect;Logical disconnect;Logische Trennung;;;;;
DDR;REST;ReadingQualityRevenueProtection;Revenue protection;Einnahmensicherung;;;;;
DDR;REST;ReadingQualityUsageAbovePercent;Failed validation - usage above maximum percentage;Validierung fehlgeschlagen - Verwendung ? dem maximalen Prozentsatz;;;;;
DDR;REST;ReadingQualityUsageBelowPercent;Failed validation - usage below minimum percentage;Validierung fehlgeschlagen - Verwendung unter dem minimalen Prozentsatz;;;;;
DDR;REST;ReadingQualityValidationGeneric;Failed validation - generic;Validierung fehlgeschlagen - generisch;;;;;
DDR;REST;RemoveFlagDeviceConcurrentTitle;Failed to remove ''{0}'' from the list of flagged devices;Entfernen von ''{0}'' aus der Liste der markierten Ger? fehlgeschlagen.;;;;;
DDR;REST;ReadingQualityCategory_ESTIMATED;Estimated;Gesch?t;;;;;
DDR;REST;ReadingQualityCategory_PROJECTED;Projected;Prognostiziert;;x;;;
DDR;REST;ReadingQualityFailedProbeAttempt;Failed probe attempt;Scanversuch fehlgeschlagen;;;;;
DDR;REST;device.search.model.manufacturer;Manufacturer;Hersteller;;;;;
DDR;REST;device.search.model.modelVersion;Model version;Modellversion;;;;;
DDR;REST;device.search.model.serialNumber;Serial number;Seriennummer;;;;;
DDR;REST;device.search.model.shipmentDate;Shipment date;Lieferdatum;;;;;
DDR;REST;noCalculatedReadingTypeOnChannel;Device''s channel with id {0} doesn''t provide calculated reading type;Der Kanal des Ger? mit der Kennung {0} weist nicht den berechneten Messtyp auf.;;;;;
DDR;REST;updateConnectionMethodNotAllowed;Connection method update not allowed;Verbindungsmethoden-Aktualisierung nicht zul?ig.;;;;;
DDR;REST;NoSuchSecurityPropertySetOnDevice;No security settings with id {0} exist for device ''{1}'';Es gibt keine Sicherheitseinstellungen mit der ID {0} f?as Ger?''{1}''.;;;;;
DDR;REST;ReadingQualityCategory_VALIDATION;Validation;Validierung;;;;;
DDR;REST;ReadingQualityLoadControlOccurred;Load control occurred;Lastkontrolle ausgef?;;;;;
DDR;REST;updateDialectPropertiesNotAllowed;Protocol dialect update not allowed;Protokolldialekt-Aktualisierung nicht zul?ig.;;;;;
DDR;REST;CanNotPerformActionOnSystemComTask;You can''t perform an action on a system communication task;Sie d?n keine Aktion an einer Systemkommunikationstask ausf?n.;x;;;;
DDR;REST;ReadingQualityCategory_DIAGNOSTICS;Diagnostics;Diagnosen;;;;;
DDR;REST;ReadingQualityConfigurationChanged;Configuration changed;Konfiguration ge?ert;;;;;
DDR;REST;ReadingQualityExcessiveOutageCount;Excessive outage count;?erm?ge Ausfallz?ung;;;;;
DDR;REST;ReadingQualitySystem_NOTAPPLICABLE;Not applicable;Nicht anwendbar;;;;;
DDR;REST;ReadingQualityUsageOnInactiveMeter;Failed validation - usage on inactive meter;Validierung fehlgeschlagen - Verwendung an einem inaktiven Z?er;;;;;
DDR;REST;device.search.model.deviceTypeName;Device type;Ger?typ;;;;;
DDR;REST;ReadingQualityCategory_POWERQUALITY;Power quality;Netzqualit?;x;;;
DDR;REST;ReadingQualityCategory_QUESTIONABLE;Questionable;Bedenklich;;;;;
DDR;REST;UpdateSecurityPropertySetNotAllowed;Update security property set not allowed;Die Aktualisierung des Sicherheits-Eigenschaftssatzes ist nicht zul?ig.;;;;;
DDR;REST;device.search.model.serviceCategory;Service category;Service-Kategorie;;;;;
DDR;REST;ReadingQualityCategory_REASONABILITY;Reasonability;Plausibilit?;;;;
DDR;REST;command.should.have.a.type.attribute;The device command ''{0}'' should have a 'Type' attribute;Der Ger?befehl ?0}?sollte ein Attribut ?yp?aufweisen.;;;;;
DDR;REST;connectionTypeStrategy.notApplicable;Not applicable;Entf?t.;;;;;
DDR;REST;device.search.model.deactivationDate;Deactivation date;Deaktivierungsdatum;;;;;
DDR;REST;device.search.model.decommissionDate;Decommissioning date;Datum der Au?rbetriebsetzung;;;;;
DDR;REST;device.search.model.estimationActive;Data estimation;Datensch?ung;;;;;
DDR;REST;device.search.model.installationDate;Installation date;Installiert am;;;;;
DDR;REST;device.search.model.masterDeviceName;Master device;Hauptger?;;;;
DDR;REST;device.search.model.validationActive;Data validation;Datenvalidierung;;;;;
DDR;REST;DlmsSecuritySupport.encryptionlevel.0;No message encryption;Keine Nachrichtenverschl?lung;;;;;
DDR;REST;DlmsSecuritySupport.encryptionlevel.1;Message authentication;Nachrichten-Authentifizierung;;;;;
DDR;REST;DlmsSecuritySupport.encryptionlevel.2;Message encryption;Nachrichtenverschl?lung;;;;;
DDR;REST;DlmsSecuritySupport.encryptionlevel.3;Message encryption and authentication;Nachrichtenverschl?lung und Authentifizierung;;;;;
DDR;REST;ReadingQualityCategory_DATACOLLECTION;Data collection;Datenerfassung;;;;;
DDR;REST;ConnectionStrategy.AS_SOON_AS_POSSIBLE;As soon as possible;So bald wie m?ch;;;;;
DDR;REST;DeactivateValidationRuleSetNotPossible;Deactivate of validation rule set {0} is currently not possible.;Eine Deaktivierung des Validierungsregelsatzes {0} ist derzeit nicht m?ch.;;;;;
DDR;REST;ReadingQualityDataOutsideExpectedRange;Data outside expected range;Daten au?rhalb des erwarteten Bereichs;;;;;
DDR;REST;ReadingQualityRevenueProtectionSuspect;Revenue protection suspect;Einnahmensicherung fehlerverd?tig;;;;;
DDR;REST;cannotAddChannelValueWhenLinkedToSlave;You can''t add, edit or remove a channel value at a timestamp at which you have a linked slave;Sie k?n einen Kanalwert nicht an einem Zeitstempel hinzuf?, bearbeiten oder entfernen, an dem Sie einen verbundenen Slave haben;x;;;;
DDR;REST;ConnectionStrategy.MINIMIZE_CONNECTIONS;Minimize connections;Verbindungen minimieren;;;;;
DDR;REST;Mtu155SecuritySupport.encryptionlevel.0;KeyT encryption;Schl?l T Kodierung;;;;;
DDR;REST;Mtu155SecuritySupport.encryptionlevel.1;KeyC encryption;Schl?l C Kodierung;;;;;
DDR;REST;Mtu155SecuritySupport.encryptionlevel.2;KeyF encryption;Schl?l F Kodierung;;;;;
DDR;REST;NoSecuritySupport.authenticationlevel.0;No authentication;Keine Authentifizierung;;;;;
DDR;REST;ReadingQualityOverflowConditionDetected;Overflow condition detected;?erlaufbedingung ermittelt;;;;;
DDR;REST;cannotAddRegisterValueWhenLinkedToSlave;You can''t add, edit or remove a register value at a timestamp at which you have a linked slave;Sie k?n einen Registerwert nicht an einem Zeitstempel hinzuf?, bearbeiten oder entfernen, an dem Sie einen verbundenen Slave haben;x;x;;;
DDR;REST;device.search.model.yearOfCertification;Year of certification;Jahr der Zertifizierung;;;;;
DDR;REST;AnsiC12SecuritySupport.encryptionlevel.0;No encryption;Keine Kodierung;;;;;
DDR;REST;AnsiC12SecuritySupport.encryptionlevel.1;Clear text with authentication;Klartext mit Authentifizierung;;;;;
DDR;REST;AnsiC12SecuritySupport.encryptionlevel.2;Message encryption and authentication;Nachrichtenverschl?lung und Authentifizierung;;;;;
DDR;REST;ReadingQualityServiceDisconnectSwitching;Service disconnect switching;Service-Trennschaltvorrichtung;;;;;
DDR;REST;WavenisSecuritySupport.encryptionlevel.0;Standard Wavenis encryption;Standard-Wavenis-Kodierung;;;;;
DDR;REST;command.should.have.a.contract.attribute;The device command ''{0}'' should have a 'Contract' attribute;Der Ger?befehl ?0}?sollte ein Attribut ?ertrag?aufweisen.;;;;;
DDR;REST;DlmsSecuritySupport.authenticationlevel.0;No authentication;Keine Authentifizierung;;;;;
DDR;REST;DlmsSecuritySupport.authenticationlevel.1;Low level authentication;Niedriges Authentifizierungsniveau;;;;;
DDR;REST;DlmsSecuritySupport.authenticationlevel.2;Manufacturer specific authentication;Herstellerspezifische Authentifizierung;;;;;
DDR;REST;DlmsSecuritySupport.authenticationlevel.3;High level authentication using MD5;Hohes Authentifizierungsniveau mit MD5;;;;;
DDR;REST;DlmsSecuritySupport.authenticationlevel.4;High level authentication using SHA1;Hohes Authentifizierungsniveau mit SHA1;;;;;
DDR;REST;DlmsSecuritySupport.authenticationlevel.5;High level authentication using GMAC;Hohes Authentifizierungsniveau mit GMAC;;;;;
DDR;REST;device.search.model.deviceDataStateActive;Active;Aktiv;;;;;
DDR;REST;EstimationRuleIsNotApplicableToReadingType;Estimation rule with id {0} isn''t applicable to reading type {1};Die Bewertungsregel mit der Kennung {0} ist nicht auf den Messtyp {1} anwendbar.;x;;;;
DDR;REST;ValidationRuleIsNotApplicableToReadingType;Validation rule with id {0} isn''t applicable to reading type {1};Die Validierungsregel mit der Kennung {0} ist nicht auf den Messtyp {1} anwendbar.;x;;;;
DDR;REST;transition.microaction.name.SET_MULTIPLIER;Multiplier;Multiplikator;;;;;
DDR;REST;Mtu155SecuritySupport.authenticationlevel.0;Default authentication;Standard-Authentifizierung;;;;;
DDR;REST;ReadingQualityCategory_OBSOLETE_OSCILLATORY;Oscillatory;Oszillierend;;;;;
DDR;REST;device.search.model.deviceConfigurationName;Device configuration;Ger?konfiguration;;;;;
DDR;REST;device.search.model.deviceDataStateInactive;Inactive;Inaktiv;;;;;
DDR;REST;AnsiC12SecuritySupport.authenticationlevel.0;Unrestricted authentication;Unbeschr?te Authentifizierung;;;;;
DDR;REST;AnsiC12SecuritySupport.authenticationlevel.1;Restricted authentication;Beschr?te Authentifizierung;;;;;
DDR;REST;AnsiC12SecuritySupport.authenticationlevel.2;Read only authentication;Schreibgesch?e Authentifizierung;;;;;
DDR;REST;IEC1107SecuritySupport.authenticationlevel.0;No Authentication;Keine Authentifizierung;;;;;
DDR;REST;IEC1107SecuritySupport.authenticationlevel.1;Level 1 authentication;Ebene 1 Authentifizierung;;;;;
DDR;REST;IEC1107SecuritySupport.authenticationlevel.2;Level 2 authentication;Ebene 2 Authentifizierung;;;;;
DDR;REST;IEC1107SecuritySupport.authenticationlevel.3;Level 3 authentication;Ebene 3 Authentifizierung;;;;;
DDR;REST;WavenisSecuritySupport.authenticationlevel.0;Wavenis authentication;Wavenis-Authentifizierung;;;;;
DDR;REST;DlmsSecuritySupportPerClient.encryptionlevel.0;No Encryption Public client;Keine Kodierung - ?ntlicher Client;;;;;
DDR;REST;DlmsSecuritySupportPerClient.encryptionlevel.1;Message Encryption Public client;Nachrichtenverschl?lung - ?ntlicher Client;;;;;
DDR;REST;DlmsSecuritySupportPerClient.encryptionlevel.2;Message Authentication Public client;Nachrichten-Authentifizierung - ?ntlicher Client;;;;;
DDR;REST;DlmsSecuritySupportPerClient.encryptionlevel.3;Message Encryption and Authentication Public client;Nachrichtenverschl?lung und Authentifizierung - ?ntlicher Client;;;;;
DDR;REST;DlmsSecuritySupportPerClient.encryptionlevel.4;No Encryption DataCollection client;Keine Kodierung - Datenerfassungs-Client;;;;;
DDR;REST;DlmsSecuritySupportPerClient.encryptionlevel.5;Message Encryption DataCollection client;Nachrichtenverschl?lung - Datenerfassungs-Client;;;;;
DDR;REST;DlmsSecuritySupportPerClient.encryptionlevel.6;Message Authentication DataCollection client;Nachrichten-Authentifizierung - Datenerfassungs-Client;;;;;
DDR;REST;DlmsSecuritySupportPerClient.encryptionlevel.7;Message Encryption and Authentication DataCollection client;Nachrichtenverschl?lung und Authentifizierung - Datenerfassungs-Client;;;;;
DDR;REST;DlmsSecuritySupportPerClient.encryptionlevel.8;No Encryption Extended DataCollection client;Keine Kodierung - erweiterter Datenerfassungs-Client;;;;;
DDR;REST;DlmsSecuritySupportPerClient.encryptionlevel.9;Message Encryption Extended DataCollection client;Nachrichtenverschl?lung - erweiterter Datenerfassungs-Client;;;;;
DDR;REST;DlmsSecuritySupportPerClient.encryptionlevel.10;Message Authentication Extended DataCollection client;Nachrichten-Authentifizierung - erweiterter Datenerfassungs-Client;;;;;
DDR;REST;DlmsSecuritySupportPerClient.encryptionlevel.11;Message Encryption and Authentication Extended DataCollection client;Nachrichtenverschl?lung und Authentifizierung - erweitert Datenerfassungs-Client;;;;;
DDR;REST;DlmsSecuritySupportPerClient.encryptionlevel.12;No Encryption Management client;Keine Kodierung - Verwaltungs-Client;;;;;
DDR;REST;DlmsSecuritySupportPerClient.encryptionlevel.13;Message Encryption Management client;Nachrichtenverschl?lung - Verwaltungs-Client;;;;;
DDR;REST;DlmsSecuritySupportPerClient.encryptionlevel.14;Message Authentication Management client;Nachrichten-Authentifizierung - Verwaltungs-Client;;;;;
DDR;REST;DlmsSecuritySupportPerClient.encryptionlevel.15;Message Encryption and Authentication Management client;Nachrichtenverschl?lung und Authentifizierung - Verwaltungs-Client;;;;;
DDR;REST;DlmsSecuritySupportPerClient.encryptionlevel.16;No Encryption Firmware client;Keine Kodierung - Firmware-Client;;;;;
DDR;REST;DlmsSecuritySupportPerClient.encryptionlevel.17;Message Encryption Firmware client;Nachrichtenverschl?lung - Firmware-Client;;;;;
DDR;REST;DlmsSecuritySupportPerClient.encryptionlevel.18;Message Authentication Firmware client;Nachrichten-Authentifizierung - Firmware-Client;;;;;
DDR;REST;DlmsSecuritySupportPerClient.encryptionlevel.19;Message Encryption and Authentication Firmware client;Nachrichtenverschl?lung und Authentifizierung - Firmware-Client;;;;;
DDR;REST;DlmsSecuritySupportPerClient.encryptionlevel.20;No Encryption Manufacturer client;Keine Kodierung - Hersteller-Client;;;;;
DDR;REST;DlmsSecuritySupportPerClient.encryptionlevel.21;Message Encryption Manufacturer client;Nachrichtenverschl?lung - Hersteller-Client;;;;;
DDR;REST;DlmsSecuritySupportPerClient.encryptionlevel.22;Message Authentication Manufacturer client;Nachrichten-Authentifizierung - Hersteller-Client;;;;;
DDR;REST;DlmsSecuritySupportPerClient.encryptionlevel.23;Message Encryption and Authentication Manufacturer client;Nachrichtenverschl?lung und Authentifizierung - Hersteller-Client;;;;;
DDR;REST;PasswordWithLevelSecuritySupport.accesslevel.10;Standard authentication;Standard-Authentifizierung;;;;;
DDR;REST;PasswordWithLevelSecuritySupport.accesslevel.20;Standard encryption;Standard-Kodierung;;;;;
DDR;REST;device.search.model.hasOpenDataCollectionIssues;Data collection issues;Datenerfassungsprobleme;;;;;
DDR;REST;device.search.model.hasOpenDataValidationIssues;Data validation issues;Datenvalidierungsprobleme;;;;;
DDR;REST;command.should.have.an.activation.date.attribute;The device command ''{0}'' should have an 'Activation date' attribute;Der Ger?befehl ?0}?sollte ein Attribut ?ktivierungsdatum?aufweisen.;;;;;
DDR;REST;NoOrPasswordSecuritySupport.authenticationlevel.0;No authentication;Keine Authentifizierung;;;;;
DDR;REST;NoOrPasswordSecuritySupport.authenticationlevel.1;Password protection;Passwortschutz;;;;;
DDR;REST;DlmsSecuritySupportPerClient.authenticationlevel.0;No Authentication Public client;Keine Authentifizierung - ?ntlicher Client;;;;;
DDR;REST;DlmsSecuritySupportPerClient.authenticationlevel.1;Low level Authentication Public client;Niedriges Authentifizierungsniveau - ?ntlicher Client;;;;;
DDR;REST;DlmsSecuritySupportPerClient.authenticationlevel.3;Md5 Authentication Public client;Md5-Authentifizierung - ?ntlicher Client;;;;;
DDR;REST;DlmsSecuritySupportPerClient.authenticationlevel.4;SHA - 1Authentication Public client;SHA - 1 Authentifizierung - ?ntlicher Client;;;;;
DDR;REST;DlmsSecuritySupportPerClient.authenticationlevel.5;GMAC Authentication Public client;GMAC-Authentifizierung - ?ntlicher Client;;;;;
DDR;REST;DlmsSecuritySupportPerClient.authenticationlevel.6;No Authentication DataCollection client;Keine Authentifizierung - Datenerfassungs-Client;;;;;
DDR;REST;DlmsSecuritySupportPerClient.authenticationlevel.7;Low level Authentication DataCollection client;Niedriges Authentifizierungsniveau - Datenerfassungs-Client;;;;;
DDR;REST;DlmsSecuritySupportPerClient.authenticationlevel.9;Md5 Authentication DataCollection client;Md5-Authentifizierung - Datenerfassungs-Client;;;;;
DDR;REST;DlmsSecuritySupportPerClient.authenticationlevel.10;SHA - 1Authentication DataCollection client;SHA - 1 Authentifizierung - Datenerfassungs-Client;;;;;
DDR;REST;DlmsSecuritySupportPerClient.authenticationlevel.11;GMAC Authentication DataCollection client;GMAC-Authentifizierung - Datenerfassungs-Client;;;;;
DDR;REST;DlmsSecuritySupportPerClient.authenticationlevel.12;No Authentication Extended DataCollection client;Keine Authentifizierung - erweiterter Datenerfassungs-Client;;;;;
DDR;REST;DlmsSecuritySupportPerClient.authenticationlevel.13;Low level Authentication Extended DataCollection client;Niedriges Authentifizierungsniveau - erweiterter Datenerfassungs-Client;;;;;
DDR;REST;DlmsSecuritySupportPerClient.authenticationlevel.15;Md5 Authentication Extended DataCollection client;Md5-Authentifizierung - erweiterter Datenerfassungs-Client;;;;;
DDR;REST;DlmsSecuritySupportPerClient.authenticationlevel.16;SHA - 1Authentication Extended DataCollection client;SHA - 1 Authentifizierung - erweiterter Datenerfassungs-Client;;;;;
DDR;REST;DlmsSecuritySupportPerClient.authenticationlevel.17;GMAC Authentication Extended DataCollection client;GMAC-Authentifizierung - erweiterter Datenerfassungs-Client;;;;;
DDR;REST;DlmsSecuritySupportPerClient.authenticationlevel.18;No Authentication Management client;Keine Authentifizierung - Verwaltungs-Client;;;;;
DDR;REST;DlmsSecuritySupportPerClient.authenticationlevel.19;Low level Authentication Management client;Niedriges Authentifizierungsniveau - Verwaltungs-Client;;;;;
DDR;REST;DlmsSecuritySupportPerClient.authenticationlevel.21;Md5 Authentication Management client;Md5-Authentifizierung - Verwaltungs-Client;;;;;
DDR;REST;DlmsSecuritySupportPerClient.authenticationlevel.22;SHA - 1Authentication Management client;SHA - 1 Authentifizierung - Verwaltungs-Client;;;;;
DDR;REST;DlmsSecuritySupportPerClient.authenticationlevel.23;GMAC Authentication Management client;GMAC-Authentifizierung - Verwaltungs-Client;;;;;
DDR;REST;DlmsSecuritySupportPerClient.authenticationlevel.24;No Authentication Firmware client;Keine Authentifizierung - Firmware-Client;;;;;
DDR;REST;DlmsSecuritySupportPerClient.authenticationlevel.25;Low level Authentication Firmware client;Niedriges Authentifizierungsniveau - Firmware-Client;;;;;
DDR;REST;DlmsSecuritySupportPerClient.authenticationlevel.27;Md5 Authentication Firmware client;Md5-Authentifizierung - Firmware-Client;;;;;
DDR;REST;DlmsSecuritySupportPerClient.authenticationlevel.28;SHA - 1Authentication Firmware client;SHA - 1 Authentifizierung - Firmware-Client;;;;;
DDR;REST;DlmsSecuritySupportPerClient.authenticationlevel.29;GMAC Authentication Firmware client;GMAC-Authentifizierung - Firmware-Client;;;;;
DDR;REST;DlmsSecuritySupportPerClient.authenticationlevel.30;No Authentication Manufacturer client;Keine Authentifizierung - Hersteller-Client;;;;;
DDR;REST;DlmsSecuritySupportPerClient.authenticationlevel.31;Low level Authentication Manufacturer client;Niedriges Authentifizierungsniveau - Hersteller-Client;;;;;
DDR;REST;DlmsSecuritySupportPerClient.authenticationlevel.33;Md5 Authentication Manufacturer client;Md5-Authentifizierung - Hersteller-Client;;;;;
DDR;REST;DlmsSecuritySupportPerClient.authenticationlevel.34;SHA - 1Authentication Manufacturer client;SHA - 1 Authentifizierung - Hersteller-Client;;;;;
DDR;REST;DlmsSecuritySupportPerClient.authenticationlevel.35;GMAC Authentication Manufacturer client;GMAC-Authentifizierung - Hersteller-Client;;;;;
DDR;REST;SimplePasswordSecuritySupport.authenticationlevel.0;Password authentication;Passwort-Authentifizierung;;;;;
DDR;REST;mdc.device.lifecycle.micro.action.lastChecked.timestamp;Start validation date;Validierungs-Startdatum;;;;;
DDR;REST;PasswordWithUserIdentificationSecuritySupport.accesslevel.10;Standard authentication;Standard-Authentifizierung;;;;;
DDR;REST;PasswordWithUserIdentificationSecuritySupport.accesslevel.20;Standard encryption;Standard-Kodierung;;;;;
DDR;REST;;{0} has changed since the page was last updated.;?erwachungs-Markierung;;;;;
DDR;;;{0} has changed since the page was last updated.;?erwachungs-Markierung;;;;;
DDV;REST;general.name;Name;Name;;;;;
DDV;REST;general.added;Added;Hinzugef?;;;;
DDV;REST;general.edited;Edited;Bearbeitet;;;;;
DDV;REST;general.period;Period;Zeitraum;;;;;
DDV;REST;general.removed;Removed;Entfernt;;;;;
DDV;REST;general.channels;Channels;Kan?;;;;;
DDV;REST;general.suspects;Suspects;Fehlerverd?tige Werte;;;;;
DDV;REST;general.confirmed;Confirmed;Best?gt;;;;;
DDV;REST;general.estimates;Estimates;Bewertungswerte;;;;;
DDV;REST;general.estimator;Estimator;Bewertungsfunktion;;;;;
DDV;REST;general.registers;Registers;Register;;;;;
DDV;REST;general.validator;Validator;Pr?chanismus;;;;;
DDV;REST;general.workspace;Workspace;Arbeitsbereich;;;;;
DDV;REST;general.deviceType;Device type;Ger?typ;;;;;
DDV;REST;general.dataQuality;Data quality;Datenqualit?;;;;
DDV;REST;general.deviceGroup;Device group;Ger?gruppe;;;;;
DDV;REST;general.lastSuspect;Last suspect;Letzter fehlerverd?tiger Wert;;;;;
DDV;REST;general.editedValues;Edited values;Bearbeitete Werte;;;;;
DDV;REST;general.informatives;Informatives;Informative Werte;;;;;
DDV;REST;general.serialNumber;Serial number;Seriennummer;;;;;
DDV;REST;general.configuration;Configuration;Konfiguration;;;;;
DDV;REST;general.amountOfEdited;Amount of edited;Anzahl der bearbeiteten Werte;;;;;
DDV;REST;general.dataValidation;Data validation;Datenvalidierung;;;;;
DDV;REST;general.readingQuality;Reading quality;Messqualit?;;;;
DDV;REST;general.typeOfSuspects;Type of suspects;Art der fehlerverd?tigen Werte;;;;;
DDV;REST;dataQuality.empty.title;No devices found;Es wurden keine Ger? gefunden.;;;;;
DDV;REST;general.suspectReadings;Suspect readings;Fehlerverd?tige Messwerte;;;;;
DDV;REST;general.typeOfEstimates;Type of estimates;Art der Bewertungswerte;;;;;
DDV;REST;general.amountOfSuspects;Amount of suspects;Menge der fehlerverd?tigen Werte;;;;;
DDV;REST;general.amountOfConfirmed;Amount of confirmed;Anzahl der best?gten Werte;;;;;
DDV;REST;general.amountOfEstimates;Amount of estimates;Anzahl der Bewertungswerte;;;;;
DDV;REST;dataQuality.paging.emptyMsg;There are no devices to display;Es sind keine Ger? zur Anzeige verf?r.;;;;;
DDV;REST;dataQuality.empty.list.item1;There are no devices in the system;Es sind keine Ger? im System vorhanden.;;;;;
DDV;REST;dataQuality.empty.list.item2;The filter is too narrow;Der Filter ist zu stark eingegrenzt.;;;;;
DDV;REST;general.amountOfInformatives;Amount of informatives;Anzahl der informativen Werte;;;;;
DDV;REST;dataQuality.paging.displayMsg;{0} - {1} of {2} devices;{0} - {1} von {2} Ger?n;;;;;
DDV;REST;dataQuality.paging.devicesPerPage;Devices per page;Ger? pro Seite;;;;;
DDV;REST;dataQuality.paging.displayMoreMsg;{0} - {1} of more than {2} devices;{0} - {1} von mehr als {2} Ger?n;;;;;
DDV;REST;;{0} - {1} of {2} devices;{0} - {1} von {2} Ger?n;;;;;
DDV;;;{0} - {1} of {2} devices;{0} - {1} von {2} Ger?n;;;;;
DLC;REST;general.no;No;Nein;;;;;
DLC;REST;general.to;To;Nach;;;;;
DLC;REST;general.add;Add;Hinzuf?;;;;;
DLC;REST;general.yes;Yes;Ja;;;;;
DLC;REST;general.edit;Edit;Bearbeiten;;;;;
DLC;REST;general.from;From;Von;;;;;
